,rank,rankOldAndNew,movieCd,movieNm,salesAmt,audiCnt,scrnCnt,showCnt,targetDate
0,1,OLD,20161725,마스터,4399793100,506299,1245,5721,20170101
1,2,OLD,20163183,로그 원: 스타워즈 스토리,1612424700,173451,810,3335,20170101
2,3,OLD,20162025,씽,943975500,115152,721,1755,20170101
3,4,OLD,20144641,판도라,736891900,87966,576,1476,20170101
4,5,OLD,20167904,라라랜드,770889600,87529,590,1578,20170101
5,6,OLD,20161872,너의 이름은.,325811500,37418,275,342,20170101
6,7,OLD,20162727,루돌프와 많이있어,243890000,29910,372,581,20170101
7,8,OLD,20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,154931400,19405,300,422,20170101
8,9,OLD,20152371,"당신, 거기 있어줄래요",166222000,18630,261,572,20170101
9,10,OLD,20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,28628400,3552,97,107,20170101
10,1,OLD,20161725,마스터,1404122100,183423,1161,5381,20170102
11,2,OLD,20162025,씽,510182500,70667,647,1718,20170102
12,3,OLD,20163183,로그 원: 스타워즈 스토리,417157300,49916,756,3163,20170102
13,4,OLD,20167904,라라랜드,356232200,45780,556,1654,20170102
14,5,OLD,20144641,판도라,283473300,38072,540,1495,20170102
15,6,OLD,20162727,루돌프와 많이있어,136419000,19063,340,533,20170102
16,7,OLD,20152371,"당신, 거기 있어줄래요",77880200,10133,305,616,20170102
17,8,OLD,20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,64021400,9156,246,353,20170102
18,9,OLD,19890291,해리가 샐리를 만났을 때,11575000,1507,76,130,20170102
19,10,OLD,20161763,"나, 다니엘 블레이크",10015000,1362,39,60,20170102
20,1,OLD,20161725,마스터,1036588100,135859,1173,5334,20170103
21,2,OLD,20162025,씽,501522100,70773,681,1762,20170103
22,3,OLD,20167904,라라랜드,317474800,41085,567,1638,20170103
23,4,OLD,20163183,로그 원: 스타워즈 스토리,293678300,35485,759,3002,20170103
24,5,OLD,20144641,판도라,205442000,27605,538,1463,20170103
25,6,OLD,20162727,루돌프와 많이있어,143517700,20377,361,554,20170103
26,7,OLD,20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,63022700,9079,244,348,20170103
27,8,OLD,20152371,"당신, 거기 있어줄래요",67144600,8951,306,614,20170103
28,9,OLD,20161763,"나, 다니엘 블레이크",21098300,3091,65,91,20170103
29,10,NEW,20163014,7년-그들이 없는 언론,16408000,2051,10,10,20170103
30,1,NEW,20161872,너의 이름은.,1032712400,138028,555,2176,20170104
31,2,OLD,20161725,마스터,784589300,102362,871,3552,20170104
32,3,NEW,20161084,패신저스,652157500,85044,524,2225,20170104
33,4,OLD,20150966,사랑하기 때문에,334212300,44941,496,1942,20170104
34,5,OLD,20162025,씽,313220000,44224,533,1113,20170104
35,6,NEW,20165153,눈의 여왕 3: 눈과 불의 마법대결,239802400,34965,458,825,20170104
36,7,OLD,20167904,라라랜드,201287700,25457,385,920,20170104
37,8,OLD,20151181,여교사,152788900,19575,371,910,20170104
38,9,OLD,20163183,로그 원: 스타워즈 스토리,154758800,17103,482,1278,20170104
39,10,OLD,20144641,판도라,92821100,12620,335,685,20170104
40,1,OLD,20161872,너의 이름은.,1003477000,132463,780,2771,20170105
41,2,OLD,20161725,마스터,709301100,92234,855,3321,20170105
42,3,OLD,20161084,패신저스,522148500,67929,530,2193,20170105
43,4,OLD,20162025,씽,293819600,41738,553,1127,20170105
44,5,OLD,20150966,사랑하기 때문에,268551700,36355,495,1848,20170105
45,6,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,238594000,34484,478,878,20170105
46,7,OLD,20167904,라라랜드,189576400,24059,388,917,20170105
47,8,OLD,20151181,여교사,128918100,16513,381,884,20170105
48,9,OLD,20163183,로그 원: 스타워즈 스토리,142000900,15460,458,1149,20170105
49,10,OLD,20144641,판도라,84874600,11481,322,642,20170105
50,1,OLD,20161872,너의 이름은.,1430176183,169402,907,3320,20170106
51,2,OLD,20161725,마스터,907001400,105235,871,3261,20170106
52,3,OLD,20161084,패신저스,623237647,72707,567,2243,20170106
53,4,OLD,20162025,씽,311574600,40419,566,1196,20170106
54,5,OLD,20150966,사랑하기 때문에,282776370,34492,507,1789,20170106
55,6,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,251587600,33216,498,956,20170106
56,7,OLD,20167904,라라랜드,250921653,28540,390,922,20170106
57,8,OLD,20163183,로그 원: 스타워즈 스토리,191462300,18632,444,1056,20170106
58,9,OLD,20151181,여교사,128854930,14947,382,849,20170106
59,10,OLD,20144641,판도라,94003800,11450,310,598,20170106
60,1,OLD,20161872,너의 이름은.,2828380459,335325,933,4061,20170107
61,2,OLD,20161725,마스터,2036651200,236394,884,3315,20170107
62,3,OLD,20161084,패신저스,1268189171,148502,603,2360,20170107
63,4,OLD,20162025,씽,601160900,74686,573,1309,20170107
64,5,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,547675400,69879,526,1176,20170107
65,6,OLD,20150966,사랑하기 때문에,476635370,57846,534,1596,20170107
66,7,OLD,20167904,라라랜드,432717029,48729,373,886,20170107
67,8,OLD,20163183,로그 원: 스타워즈 스토리,407776700,38850,433,937,20170107
68,9,OLD,20144641,판도라,177307500,21657,304,555,20170107
69,10,OLD,20151181,여교사,161276530,18450,393,730,20170107
70,1,OLD,20161872,너의 이름은.,2809088900,333008,947,4101,20170108
71,2,OLD,20161725,마스터,1903655600,220974,866,3186,20170108
72,3,OLD,20161084,패신저스,1107502600,129810,608,2272,20170108
73,4,OLD,20162025,씽,553849300,68237,575,1274,20170108
74,5,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,535436000,67605,524,1163,20170108
75,6,OLD,20150966,사랑하기 때문에,450612400,53856,542,1533,20170108
76,7,OLD,20167904,라라랜드,377343100,42658,387,889,20170108
77,8,OLD,20163183,로그 원: 스타워즈 스토리,346352500,33704,422,888,20170108
78,9,OLD,20144641,판도라,172051100,20971,297,539,20170108
79,10,OLD,20151181,여교사,118774800,13516,379,666,20170108
80,1,OLD,20161872,너의 이름은.,1178187800,154781,801,3882,20170109
81,2,OLD,20161725,마스터,499322500,65323,782,2974,20170109
82,3,OLD,20161084,패신저스,284265400,36992,549,2192,20170109
83,4,OLD,20162025,씽,151838200,21302,494,1137,20170109
84,5,OLD,20167904,라라랜드,167658900,21210,401,920,20170109
85,6,OLD,20150966,사랑하기 때문에,150380500,20277,494,1530,20170109
86,7,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,120724000,17324,433,949,20170109
87,8,OLD,20163183,로그 원: 스타워즈 스토리,90907800,9818,406,873,20170109
88,9,OLD,20151181,여교사,63408000,8165,369,750,20170109
89,10,OLD,20144641,판도라,49099800,6682,295,539,20170109
90,1,OLD,20161872,너의 이름은.,1141877500,150777,805,3901,20170110
91,2,OLD,20161725,마스터,472805800,62635,814,2959,20170110
92,3,OLD,20161084,패신저스,252569600,33095,550,2140,20170110
93,4,OLD,20167904,라라랜드,211839700,27160,403,927,20170110
94,5,OLD,20162025,씽,177040800,25162,500,1142,20170110
95,6,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,149170200,21843,460,967,20170110
96,7,OLD,20150966,사랑하기 때문에,149426000,20444,498,1501,20170110
97,8,OLD,20163183,로그 원: 스타워즈 스토리,100255100,10621,399,854,20170110
98,9,OLD,20151181,여교사,64188500,8330,375,739,20170110
99,10,OLD,20144641,판도라,50113000,6870,294,533,20170110
100,1,OLD,20161872,너의 이름은.,1062600700,140350,740,3782,20170111
101,2,NEW,20164421,어쌔신 크리드,464968400,60851,540,2383,20170111
102,3,OLD,20161725,마스터,415715100,54670,654,2305,20170111
103,4,NEW,20168381,얼라이드,330131300,43776,488,2096,20170111
104,5,OLD,20167904,라라랜드,171456300,21988,309,673,20170111
105,6,OLD,20162025,씽,131201200,19209,381,771,20170111
106,7,OLD,20161084,패신저스,132942900,17473,436,1343,20170111
107,8,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,102046800,15370,361,700,20170111
108,9,OLD,20150966,사랑하기 때문에,64180000,8989,324,688,20170111
109,10,OLD,20168324,반지의 제왕 : 반지원정대 (확장판),66408900,5099,69,143,20170111
110,1,OLD,20161872,너의 이름은.,921887800,121478,714,3356,20170112
111,2,OLD,20165443,모아나,612702800,84797,756,3141,20170112
112,3,OLD,20161725,마스터,348123100,46151,567,1826,20170112
113,4,OLD,20168381,얼라이드,328213200,43512,496,1975,20170112
114,5,OLD,20164421,어쌔신 크리드,315983100,41422,557,2228,20170112
115,6,OLD,20167904,라라랜드,135602300,17385,262,502,20170112
116,7,OLD,20161084,패신저스,84264900,11093,397,892,20170112
117,8,OLD,20162025,씽,63429900,9271,279,417,20170112
118,9,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,58752400,9076,296,430,20170112
119,10,OLD,20150966,사랑하기 때문에,49425300,6741,250,458,20170112
120,1,OLD,20161872,너의 이름은.,1246387707,148996,759,3585,20170113
121,2,OLD,20165443,모아나,674187693,84390,795,3204,20170113
122,3,OLD,20161725,마스터,453245300,52777,577,1911,20170113
123,4,OLD,20168381,얼라이드,440754449,51445,528,2004,20170113
124,5,OLD,20164421,어쌔신 크리드,369295751,43164,560,2207,20170113
125,6,OLD,20167904,라라랜드,190298607,21825,305,596,20170113
126,7,OLD,20161084,패신저스,107583000,12752,394,856,20170113
127,8,OLD,20162025,씽,65655300,8708,273,424,20170113
128,9,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,55050000,7863,300,430,20170113
129,10,OLD,20150966,사랑하기 때문에,50090200,6433,261,463,20170113
130,1,OLD,20161872,너의 이름은.,2462539601,292247,845,4049,20170114
131,2,OLD,20165443,모아나,1994310699,243738,912,3600,20170114
132,3,OLD,20161725,마스터,1038500200,120563,648,2001,20170114
133,4,OLD,20168381,얼라이드,878948030,101641,540,1924,20170114
134,5,OLD,20164421,어쌔신 크리드,739527170,86776,566,2086,20170114
135,6,OLD,20167904,라라랜드,398593901,45303,360,729,20170114
136,7,OLD,20161084,패신저스,184278200,21708,368,717,20170114
137,8,OLD,20162025,씽,153400000,19241,286,463,20170114
138,9,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,129026400,16679,311,484,20170114
139,10,OLD,20150966,사랑하기 때문에,86948300,10814,248,432,20170114
140,1,OLD,20161872,너의 이름은.,2472059900,298280,842,3983,20170115
141,2,OLD,20165443,모아나,2089628500,255212,953,3569,20170115
142,3,OLD,20161725,마스터,957634300,111003,635,1935,20170115
143,4,OLD,20168381,얼라이드,810222400,93567,546,1898,20170115
144,5,OLD,20164421,어쌔신 크리드,611068500,72083,551,1945,20170115
145,6,OLD,20167904,라라랜드,355169700,40288,358,733,20170115
146,7,OLD,20162025,씽,146446500,18093,280,456,20170115
147,8,OLD,20161084,패신저스,146595900,17377,355,673,20170115
148,9,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,123683000,15766,307,470,20170115
149,10,OLD,20150966,사랑하기 때문에,77488500,9683,238,401,20170115
150,1,OLD,20161872,너의 이름은.,740590900,97566,759,3685,20170116
151,2,OLD,20165443,모아나,471774900,64650,780,3071,20170116
152,3,OLD,20161725,마스터,282543100,37009,565,1832,20170116
153,4,OLD,20168381,얼라이드,280917000,36848,521,1971,20170116
154,5,OLD,20164421,어쌔신 크리드,154133400,20210,546,1886,20170116
155,6,OLD,20167904,라라랜드,134242400,17258,347,740,20170116
156,7,OLD,20161084,패신저스,43373100,5778,345,668,20170116
157,8,OLD,20150966,사랑하기 때문에,31321600,4433,235,424,20170116
158,9,OLD,20162025,씽,31280800,4431,254,382,20170116
159,10,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,19781500,2962,256,345,20170116
160,1,OLD,20161872,너의 이름은.,700870000,93300,788,3687,20170117
161,2,OLD,20165443,모아나,547783700,76621,802,3067,20170117
162,3,OLD,20161725,마스터,271458000,35981,575,1847,20170117
163,4,OLD,20168381,얼라이드,262659400,34506,520,1951,20170117
164,5,OLD,20167904,라라랜드,139514200,17977,357,740,20170117
165,6,OLD,20164421,어쌔신 크리드,129974600,16999,523,1801,20170117
166,7,OLD,20162025,씽,43509100,6390,260,389,20170117
167,8,OLD,20161084,패신저스,41818000,5624,333,655,20170117
168,9,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,33634500,5273,277,374,20170117
169,10,OLD,20150966,사랑하기 때문에,31703700,4607,248,428,20170117
170,1,OLD,20151229,더 킹,2197763200,288966,1125,5364,20170118
171,2,OLD,20151228,공조,1145130100,151845,900,4126,20170118
172,3,OLD,20161872,너의 이름은.,435316300,58068,573,2060,20170118
173,4,OLD,20163845,터닝메카드W: 블랙미러의 부활,334154700,50159,500,1249,20170118
174,5,OLD,20165443,모아나,336296600,48075,593,1380,20170118
175,6,OLD,20168381,얼라이드,67761300,8918,334,657,20170118
176,7,OLD,20167904,라라랜드,68492700,8833,225,392,20170118
177,8,OLD,20161725,마스터,44795700,5939,287,503,20170118
178,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),41878600,3237,53,87,20170118
179,10,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,12757600,2343,62,67,20170118
180,1,OLD,20151229,더 킹,1810239800,238039,1147,5395,20170119
181,2,OLD,20151228,공조,1063411600,141569,918,4157,20170119
182,3,OLD,20161872,너의 이름은.,400685000,53380,601,2067,20170119
183,4,OLD,20165443,모아나,366566500,53001,605,1401,20170119
184,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,189852600,27622,483,1197,20170119
185,6,OLD,20167904,라라랜드,72219300,9337,226,389,20170119
186,7,OLD,20168381,얼라이드,61999800,8125,338,644,20170119
187,8,OLD,20161725,마스터,35580300,4799,289,485,20170119
188,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),39515700,3048,58,89,20170119
189,10,OLD,20163186,단지 세상의 끝,19463400,2569,124,204,20170119
190,1,OLD,20151229,더 킹,2235092100,261528,1188,5615,20170120
191,2,OLD,20151228,공조,1350950693,160116,938,4217,20170120
192,3,OLD,20161872,너의 이름은.,467773193,55958,578,2063,20170120
193,4,OLD,20165443,모아나,374653707,48522,618,1436,20170120
194,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,145186700,18988,490,1192,20170120
195,6,OLD,20167904,라라랜드,95834593,10966,228,413,20170120
196,7,OLD,20168381,얼라이드,78991000,9058,329,645,20170120
197,8,OLD,20161725,마스터,40896500,4783,263,453,20170120
198,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),43207400,3279,53,85,20170120
199,10,OLD,20163186,단지 세상의 끝,16682100,2019,116,193,20170120
200,1,OLD,20151229,더 킹,4490105729,524841,1310,6092,20170121
201,2,OLD,20151228,공조,2810573092,333625,976,4221,20170121
202,3,OLD,20165443,모아나,1124354508,141432,715,1700,20170121
203,4,OLD,20161872,너의 이름은.,888981713,107103,605,1947,20170121
204,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,747597000,97501,570,1487,20170121
205,6,OLD,20167904,라라랜드,162176713,18699,243,425,20170121
206,7,OLD,20168381,얼라이드,125779900,14237,300,537,20170121
207,8,OLD,20161725,마스터,68094500,7865,243,378,20170121
208,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),64286200,5044,54,80,20170121
209,10,OLD,20163186,단지 세상의 끝,21956100,2628,114,163,20170121
210,1,OLD,20151229,더 킹,4504282600,525513,1289,5913,20170122
211,2,OLD,20151228,공조,2967913800,352228,972,4120,20170122
212,3,OLD,20165443,모아나,1177759800,145485,746,1772,20170122
213,4,OLD,20161872,너의 이름은.,810785300,97603,593,1866,20170122
214,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,626538700,80707,567,1471,20170122
215,6,OLD,20167904,라라랜드,142308400,16278,234,409,20170122
216,7,OLD,20168381,얼라이드,106534900,12089,289,488,20170122
217,8,OLD,20161725,마스터,51594000,5997,229,346,20170122
218,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),58795600,4732,56,79,20170122
219,10,OLD,20163186,단지 세상의 끝,22828200,2713,118,173,20170122
220,1,OLD,20151229,더 킹,1243052400,163491,1169,5524,20170123
221,2,OLD,20151228,공조,1051594800,138338,928,4117,20170123
222,3,OLD,20165443,모아나,288374500,40440,637,1573,20170123
223,4,OLD,20161872,너의 이름은.,302182700,40227,558,1906,20170123
224,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,68650500,9910,428,1023,20170123
225,6,OLD,20167904,라라랜드,67812700,8829,247,444,20170123
226,7,OLD,20168381,얼라이드,45852100,6012,297,556,20170123
227,8,OLD,20161725,마스터,19232200,2564,236,375,20170123
228,9,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),28532000,2180,56,88,20170123
229,10,OLD,20163186,단지 세상의 끝,11430200,1539,110,174,20170123
230,1,OLD,20151229,더 킹,1189158900,156749,1181,5500,20170124
231,2,OLD,20151228,공조,1022534750,135694,955,4177,20170124
232,3,OLD,20165443,모아나,346203000,50077,640,1593,20170124
233,4,OLD,20161872,너의 이름은.,308879700,41488,553,1913,20170124
234,5,OLD,20163845,터닝메카드W: 블랙미러의 부활,75048900,10875,438,1023,20170124
235,6,OLD,20167904,라라랜드,72091500,9377,248,453,20170124
236,7,OLD,20168381,얼라이드,47573400,6427,311,567,20170124
237,8,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),38506600,3037,57,86,20170124
238,9,OLD,20161725,마스터,21024900,2824,241,377,20170124
239,10,OLD,20163186,단지 세상의 끝,12343400,1675,114,175,20170124
240,1,OLD,20151229,더 킹,1204847600,199750,1071,4658,20170125
241,2,OLD,20151228,공조,1172426200,193551,987,4227,20170125
242,3,NEW,20168688,레지던트 이블: 파멸의 날,475128400,71038,545,2068,20170125
243,4,OLD,20165443,모아나,287999500,45856,591,1301,20170125
244,5,OLD,20161872,너의 이름은.,239371500,39161,478,1110,20170125
245,6,OLD,20168154,딥워터 호라이즌,78334600,12845,425,1203,20170125
246,7,OLD,20167904,라라랜드,58983000,9443,188,293,20170125
247,8,NEW,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,61103000,8967,315,452,20170125
248,9,OLD,20163845,터닝메카드W: 블랙미러의 부활,40966900,6112,323,480,20170125
249,10,OLD,20168381,얼라이드,22343500,3858,151,209,20170125
250,1,OLD,20151228,공조,1830307900,238425,991,4491,20170126
251,2,OLD,20151229,더 킹,1642336400,212532,1046,4860,20170126
252,3,OLD,20168688,레지던트 이블: 파멸의 날,574263900,72754,546,2108,20170126
253,4,OLD,20165443,모아나,309480100,42954,571,1340,20170126
254,5,OLD,20161872,너의 이름은.,299673600,39450,495,1131,20170126
